Data,Regiao,Tipo de Problema,Severidade,Resolvido,Acidentes Estimados,Investimento Estimado (R$ Milhoes),Mes
2024-02-20,Jardim Botanico,Calcadas esburacadas,Media,True,2,39,2024-02
2024-02-20,Asa Norte,Falta de sinalizacao,Media,False,5,58,2024-02
2024-02-20,Asa Norte,Problemas de drenagem,Media,True,4,95,2024-02
2024-02-21,Asa Sul,Buracos nas vias,Alta,True,7,55,2024-02
2024-02-22,Sao Sebastiao,Calcadas esburacadas,Media,True,4,32,2024-02
2024-02-22,Asa Sul,Buracos nas vias,Media,False,5,47,2024-02
2024-02-22,Asa Sul,Calcadas esburacadas,Media,True,3,45,2024-02
2024-02-22,Asa Sul,Falta de iluminacao,Media,False,2,301,2024-02
2024-02-22,Sol Nascente,Falta de sinalizacao,Alta,False,10,61,2024-02
2024-02-22,Asa Sul,Calcadas esburacadas,Media,False,5,44,2024-02
2024-02-22,Sol Nascente,Falta de sinalizacao,Media,True,5,63,2024-02
2024-02-22,Sao Sebastiao,Buracos nas vias,Baixa,True,0,57,2024-02
2024-02-22,Sol Nascente,Falta de acessibilidade,Alta,False,5,80,2024-02
2024-02-23,Sao Sebastiao,Falta de acessibilidade,Baixa,False,1,84,2024-02
2024-02-23,Vicente Pires,Buracos nas vias,Media,False,5,40,2024-02
2024-02-23,Sol Nascente,Falta de iluminacao,Alta,False,8,298,2024-02
2024-02-23,Asa Norte,Falta de iluminacao,Baixa,False,2,295,2024-02
2024-02-23,Sol Nascente,Buracos nas vias,Alta,False,9,52,2024-02
2024-02-23,Jardim Botanico,Problemas de drenagem,Media,True,5,93,2024-02
2024-02-23,Jardim Botanico,Calcadas esburacadas,Alta,False,11,36,2024-02
2024-02-23,Jardim Botanico,Calcadas esburacadas,Media,True,5,41,2024-02
2024-02-24,Jardim Botanico,Falta de acessibilidade,Media,False,4,87,2024-02
2024-02-24,Jardim Botanico,Falta de acessibilidade,Media,True,5,81,2024-02
2024-02-24,Vicente Pires,Problemas de drenagem,Media,False,4,99,2024-02
2024-02-24,Aguas Claras,Buracos nas vias,Media,True,3,41,2024-02
2024-02-24,Asa Norte,Falta de iluminacao,Media,True,4,302,2024-02
2024-02-24,Jardim Botanico,Falta de iluminacao,Alta,False,11,301,2024-02
2024-02-25,Vicente Pires,Buracos nas vias,Media,True,3,47,2024-02
2024-02-25,Sao Sebastiao,Falta de sinalizacao,Media,False,2,54,2024-02
2024-02-25,Jardim Botanico,Falta de iluminacao,Media,False,2,291,2024-02
2024-02-25,Asa Norte,Falta de sinalizacao,Media,False,5,69,2024-02
2024-02-25,Asa Norte,Calcadas esburacadas,Baixa,False,1,35,2024-02
2024-02-26,Jardim Botanico,Falta de iluminacao,Alta,False,6,291,2024-02
2024-02-26,Asa Norte,Acumulo de lixo em pracas,Media,False,3,30,2024-02
2024-02-26,Asa Sul,Calcadas esburacadas,Media,True,3,46,2024-02
2024-02-26,Asa Norte,Calcadas esburacadas,Media,False,4,49,2024-02
2024-02-27,Asa Norte,Problemas de drenagem,Media,True,4,92,2024-02
2024-02-27,Sao Sebastiao,Falta de iluminacao,Media,False,3,290,2024-02
2024-02-27,Sao Sebastiao,Calcadas esburacadas,Media,True,5,32,2024-02
2024-02-27,Asa Norte,Buracos nas vias,Baixa,True,0,52,2024-02
2024-02-27,Asa Norte,Falta de acessibilidade,Baixa,False,2,70,2024-02
2024-02-27,Asa Norte,Problemas de drenagem,Baixa,True,2,104,2024-02
2024-02-27,Aguas Claras,Buracos nas vias,Media,False,2,59,2024-02
2024-02-28,Asa Sul,Buracos nas vias,Baixa,True,1,50,2024-02
2024-02-28,Asa Sul,Calcadas esburacadas,Media,False,2,32,2024-02
2024-02-28,Sao Sebastiao,Buracos nas vias,Media,False,3,44,2024-02
2024-02-28,Asa Sul,Problemas de drenagem,Baixa,False,2,91,2024-02
2024-02-28,Jardim Botanico,Calcadas esburacadas,Baixa,True,1,33,2024-02
2024-02-28,Asa Norte,Buracos nas vias,Media,False,4,55,2024-02
2024-02-28,Sol Nascente,Buracos nas vias,Baixa,False,1,56,2024-02
2024-02-28,Aguas Claras,Falta de acessibilidade,Alta,False,11,80,2024-02
2024-02-28,Asa Sul,Falta de acessibilidade,Alta,True,6,70,2024-02
2024-02-28,Asa Norte,Buracos nas vias,Media,False,3,44,2024-02
2024-02-28,Aguas Claras,Buracos nas vias,Media,False,4,49,2024-02
2024-02-28,Sol Nascente,Falta de sinalizacao,Baixa,False,2,53,2024-02
2024-02-29,Sao Sebastiao,Buracos nas vias,Baixa,False,1,54,2024-02
2024-02-29,Sol Nascente,Buracos nas vias,Alta,False,6,47,2024-02
2024-02-29,Vicente Pires,Problemas de drenagem,Baixa,False,2,108,2024-02
2024-02-29,Asa Norte,Falta de iluminacao,Media,False,2,305,2024-02
2024-02-29,Sol Nascente,Falta de acessibilidade,Alta,True,7,73,2024-02
2024-03-01,Asa Norte,Buracos nas vias,Media,False,2,45,2024-03
2024-03-01,Jardim Botanico,Calcadas esburacadas,Alta,False,11,34,2024-03
2024-03-01,Vicente Pires,Problemas de drenagem,Media,False,2,107,2024-03
2024-03-01,Asa Sul,Buracos nas vias,Alta,True,11,59,2024-03
2024-03-01,Sol Nascente,Falta de iluminacao,Baixa,True,2,302,2024-03
2024-03-01,Sol Nascente,Acumulo de lixo em pracas,Media,True,4,29,2024-03
2024-03-02,Aguas Claras,Problemas de drenagem,Media,False,3,98,2024-03
2024-03-02,Jardim Botanico,Buracos nas vias,Media,False,3,49,2024-03
2024-03-02,Jardim Botanico,Calcadas esburacadas,Media,True,5,39,2024-03
2024-03-02,Asa Sul,Falta de iluminacao,Media,True,5,298,2024-03
2024-03-02,Jardim Botanico,Buracos nas vias,Media,True,2,52,2024-03
2024-03-02,Asa Sul,Problemas de drenagem,Alta,False,11,107,2024-03
2024-03-03,Vicente Pires,Falta de iluminacao,Media,False,2,293,2024-03
2024-03-03,Sol Nascente,Problemas de drenagem,Media,False,3,102,2024-03
2024-03-03,Sol Nascente,Buracos nas vias,Baixa,False,0,53,2024-03
2024-03-03,Vicente Pires,Buracos nas vias,Alta,False,7,57,2024-03
2024-03-03,Vicente Pires,Calcadas esburacadas,Alta,False,5,45,2024-03
2024-03-03,Jardim Botanico,Problemas de drenagem,Baixa,True,1,91,2024-03
2024-03-03,Sol Nascente,Buracos nas vias,Baixa,False,1,43,2024-03
2024-03-03,Sao Sebastiao,Buracos nas vias,Baixa,False,2,44,2024-03
2024-03-04,Jardim Botanico,Buracos nas vias,Baixa,True,2,47,2024-03
2024-03-04,Sao Sebastiao,Falta de iluminacao,Alta,False,8,309,2024-03
2024-03-04,Sao Sebastiao,Problemas de drenagem,Media,False,5,98,2024-03
2024-03-04,Aguas Claras,Buracos nas vias,Media,True,3,43,2024-03
2024-03-05,Asa Sul,Calcadas esburacadas,Media,False,5,43,2024-03
2024-03-05,Jardim Botanico,Falta de iluminacao,Baixa,True,0,308,2024-03
2024-03-05,Asa Sul,Falta de iluminacao,Media,False,4,297,2024-03
2024-03-05,Jardim Botanico,Buracos nas vias,Alta,True,6,48,2024-03
2024-03-05,Vicente Pires,Problemas de drenagem,Media,True,5,103,2024-03
2024-03-05,Asa Norte,Buracos nas vias,Baixa,True,2,46,2024-03
2024-03-05,Sao Sebastiao,Calcadas esburacadas,Baixa,False,0,48,2024-03
2024-03-05,Asa Sul,Problemas de drenagem,Media,True,2,99,2024-03
2024-03-05,Asa Norte,Falta de acessibilidade,Media,True,2,76,2024-03
2024-03-06,Vicente Pires,Problemas de drenagem,Alta,True,11,106,2024-03
2024-03-06,Asa Norte,Buracos nas vias,Alta,True,9,46,2024-03
2024-03-06,Vicente Pires,Calcadas esburacadas,Baixa,False,0,40,2024-03
2024-03-06,Jardim Botanico,Calcadas esburacadas,Baixa,False,1,42,2024-03
2024-03-06,Sao Sebastiao,Calcadas esburacadas,Alta,False,7,46,2024-03
2024-03-06,Jardim Botanico,Buracos nas vias,Media,False,2,52,2024-03
2024-03-07,Asa Norte,Buracos nas vias,Media,False,4,54,2024-03
2024-03-07,Asa Sul,Buracos nas vias,Media,True,3,52,2024-03
2024-03-07,Asa Norte,Buracos nas vias,Media,False,2,55,2024-03
2024-03-08,Vicente Pires,Falta de acessibilidade,Alta,False,7,81,2024-03
2024-03-08,Jardim Botanico,Problemas de drenagem,Media,True,5,91,2024-03
2024-03-08,Sol Nascente,Problemas de drenagem,Alta,True,8,105,2024-03
2024-03-08,Sol Nascente,Problemas de drenagem,Media,False,5,108,2024-03
2024-03-08,Asa Sul,Calcadas esburacadas,Media,True,3,40,2024-03
2024-03-08,Jardim Botanico,Falta de iluminacao,Media,False,3,308,2024-03
2024-03-09,Vicente Pires,Falta de iluminacao,Media,False,2,308,2024-03
2024-03-09,Asa Sul,Problemas de drenagem,Alta,True,9,95,2024-03
2024-03-09,Sol Nascente,Calcadas esburacadas,Alta,True,5,34,2024-03
2024-03-09,Vicente Pires,Falta de iluminacao,Alta,True,11,305,2024-03
2024-03-09,Sao Sebastiao,Calcadas esburacadas,Baixa,False,0,37,2024-03
2024-03-09,Jardim Botanico,Calcadas esburacadas,Baixa,False,2,31,2024-03
2024-03-09,Sol Nascente,Calcadas esburacadas,Baixa,True,0,39,2024-03
2024-03-09,Asa Norte,Falta de sinalizacao,Media,False,5,64,2024-03
2024-03-09,Vicente Pires,Calcadas esburacadas,Alta,False,11,36,2024-03
2024-03-09,Sao Sebastiao,Falta de iluminacao,Alta,False,7,308,2024-03
2024-03-10,Aguas Claras,Falta de iluminacao,Alta,False,5,302,2024-03
2024-03-10,Sao Sebastiao,Falta de iluminacao,Alta,False,7,295,2024-03
2024-03-10,Sao Sebastiao,Buracos nas vias,Baixa,True,0,49,2024-03
2024-03-10,Asa Sul,Falta de iluminacao,Alta,False,6,291,2024-03
2024-03-10,Asa Sul,Falta de iluminacao,Media,True,3,292,2024-03
2024-03-11,Asa Norte,Buracos nas vias,Alta,True,8,50,2024-03
2024-03-11,Sol Nascente,Calcadas esburacadas,Media,False,5,49,2024-03
2024-03-12,Asa Sul,Falta de sinalizacao,Baixa,True,2,68,2024-03
2024-03-12,Sol Nascente,Calcadas esburacadas,Baixa,True,2,50,2024-03
2024-03-12,Sao Sebastiao,Problemas de drenagem,Media,False,2,97,2024-03
2024-03-12,Asa Sul,Problemas de drenagem,Media,False,2,101,2024-03
2024-03-13,Asa Sul,Falta de acessibilidade,Media,True,4,78,2024-03
2024-03-13,Aguas Claras,Buracos nas vias,Media,False,5,50,2024-03
2024-03-13,Sao Sebastiao,Falta de acessibilidade,Media,True,2,71,2024-03
2024-03-13,Asa Sul,Buracos nas vias,Baixa,True,0,44,2024-03
2024-03-13,Aguas Claras,Buracos nas vias,Baixa,False,1,52,2024-03
2024-03-13,Asa Sul,Buracos nas vias,Alta,False,9,53,2024-03
2024-03-13,Asa Sul,Falta de iluminacao,Baixa,False,0,307,2024-03
2024-03-13,Asa Norte,Calcadas esburacadas,Alta,True,8,49,2024-03
2024-03-13,Sol Nascente,Calcadas esburacadas,Baixa,False,0,33,2024-03
2024-03-13,Jardim Botanico,Buracos nas vias,Alta,False,8,59,2024-03
2024-03-13,Vicente Pires,Calcadas esburacadas,Media,False,4,31,2024-03
2024-03-13,Asa Sul,Falta de sinalizacao,Media,False,5,55,2024-03
2024-03-13,Sao Sebastiao,Falta de iluminacao,Baixa,True,2,299,2024-03
2024-03-13,Asa Sul,Falta de iluminacao,Baixa,True,0,292,2024-03
2024-03-14,Aguas Claras,Acumulo de lixo em pracas,Media,True,4,23,2024-03
2024-03-14,Asa Norte,Calcadas esburacadas,Media,False,2,31,2024-03
2024-03-14,Sao Sebastiao,Falta de iluminacao,Alta,False,7,303,2024-03
2024-03-14,Jardim Botanico,Problemas de drenagem,Media,False,2,99,2024-03
2024-03-14,Vicente Pires,Buracos nas vias,Media,False,5,56,2024-03
2024-03-15,Vicente Pires,Falta de acessibilidade,Alta,True,7,80,2024-03
2024-03-15,Asa Norte,Falta de acessibilidade,Media,True,5,75,2024-03
2024-03-15,Aguas Claras,Calcadas esburacadas,Alta,True,6,40,2024-03
2024-03-15,Asa Norte,Problemas de drenagem,Alta,False,9,105,2024-03
2024-03-15,Sao Sebastiao,Buracos nas vias,Media,False,2,59,2024-03
2024-03-15,Jardim Botanico,Buracos nas vias,Baixa,True,1,54,2024-03
2024-03-15,Asa Sul,Calcadas esburacadas,Baixa,True,0,42,2024-03
2024-03-15,Asa Sul,Problemas de drenagem,Alta,False,11,109,2024-03
2024-03-15,Aguas Claras,Buracos nas vias,Alta,True,6,50,2024-03
2024-03-15,Sol Nascente,Falta de acessibilidade,Baixa,True,0,74,2024-03
2024-03-15,Asa Sul,Problemas de drenagem,Media,True,2,96,2024-03
2024-03-15,Asa Norte,Falta de sinalizacao,Baixa,False,2,63,2024-03
2024-03-15,Asa Norte,Calcadas esburacadas,Media,True,2,49,2024-03
2024-03-16,Jardim Botanico,Problemas de drenagem,Media,False,5,99,2024-03
2024-03-16,Asa Norte,Calcadas esburacadas,Alta,True,11,45,2024-03
2024-03-16,Asa Sul,Calcadas esburacadas,Media,False,2,37,2024-03
2024-03-16,Sol Nascente,Falta de acessibilidade,Alta,True,5,72,2024-03
2024-03-16,Sao Sebastiao,Falta de iluminacao,Baixa,True,2,305,2024-03
2024-03-16,Sao Sebastiao,Buracos nas vias,Alta,True,6,53,2024-03
2024-03-16,Asa Sul,Problemas de drenagem,Media,False,5,105,2024-03
2024-03-17,Asa Sul,Buracos nas vias,Alta,False,10,52,2024-03
2024-03-17,Vicente Pires,Problemas de drenagem,Baixa,True,1,98,2024-03
2024-03-17,Asa Norte,Problemas de drenagem,Media,True,4,99,2024-03
2024-03-18,Sao Sebastiao,Buracos nas vias,Media,False,2,47,2024-03
2024-03-18,Sao Sebastiao,Buracos nas vias,Baixa,False,2,47,2024-03
2024-03-18,Asa Sul,Buracos nas vias,Baixa,False,2,47,2024-03
2024-03-18,Sao Sebastiao,Buracos nas vias,Alta,False,11,45,2024-03
2024-03-18,Sao Sebastiao,Problemas de drenagem,Baixa,False,2,100,2024-03
2024-03-18,Sol Nascente,Buracos nas vias,Media,True,5,43,2024-03
2024-03-18,Jardim Botanico,Buracos nas vias,Baixa,False,1,56,2024-03
2024-03-19,Asa Norte,Buracos nas vias,Alta,True,9,49,2024-03
2024-03-19,Vicente Pires,Falta de iluminacao,Media,False,2,304,2024-03
2024-03-19,Sao Sebastiao,Falta de iluminacao,Media,False,5,290,2024-03
2024-03-19,Asa Norte,Calcadas esburacadas,Baixa,False,2,39,2024-03
2024-03-19,Sol Nascente,Buracos nas vias,Alta,False,8,42,2024-03
2024-03-19,Asa Sul,Falta de acessibilidade,Media,False,3,76,2024-03
2024-03-20,Sao Sebastiao,Calcadas esburacadas,Baixa,True,0,43,2024-03
2024-03-20,Jardim Botanico,Problemas de drenagem,Baixa,False,0,99,2024-03
2024-03-21,Vicente Pires,Calcadas esburacadas,Alta,False,6,42,2024-03
2024-03-21,Jardim Botanico,Buracos nas vias,Alta,False,8,50,2024-03
2024-03-21,Asa Norte,Calcadas esburacadas,Media,True,3,47,2024-03
2024-03-21,Asa Sul,Calcadas esburacadas,Media,False,3,44,2024-03
2024-03-21,Sao Sebastiao,Buracos nas vias,Alta,False,7,41,2024-03
2024-03-21,Asa Sul,Problemas de drenagem,Media,False,4,102,2024-03
2024-03-22,Sao Sebastiao,Problemas de drenagem,Baixa,False,0,100,2024-03
2024-03-22,Sao Sebastiao,Falta de iluminacao,Baixa,False,0,292,2024-03
2024-03-22,Jardim Botanico,Falta de iluminacao,Alta,True,7,302,2024-03
2024-03-22,Asa Sul,Calcadas esburacadas,Alta,False,7,37,2024-03
2024-03-22,Jardim Botanico,Calcadas esburacadas,Baixa,True,0,33,2024-03
2024-03-22,Asa Norte,Falta de iluminacao,Baixa,False,0,308,2024-03
2024-03-22,Sao Sebastiao,Buracos nas vias,Media,True,2,50,2024-03
2024-03-23,Asa Norte,Calcadas esburacadas,Media,False,3,39,2024-03
2024-03-23,Jardim Botanico,Calcadas esburacadas,Baixa,False,1,42,2024-03
2024-03-23,Vicente Pires,Buracos nas vias,Alta,True,9,54,2024-03
2024-03-23,Sao Sebastiao,Buracos nas vias,Alta,True,6,41,2024-03
2024-03-23,Aguas Claras,Buracos nas vias,Media,False,4,41,2024-03
2024-03-23,Asa Norte,Falta de acessibilidade,Media,False,2,75,2024-03
2024-03-24,Vicente Pires,Falta de acessibilidade,Alta,False,8,80,2024-03
2024-03-24,Asa Norte,Falta de iluminacao,Media,False,2,295,2024-03
2024-03-24,Jardim Botanico,Calcadas esburacadas,Media,True,5,41,2024-03
2024-03-24,Asa Sul,Problemas de drenagem,Alta,False,11,99,2024-03
2024-03-24,Sao Sebastiao,Problemas de drenagem,Media,False,2,99,2024-03
2024-03-24,Asa Sul,Buracos nas vias,Baixa,True,0,57,2024-03
2024-03-24,Asa Norte,Problemas de drenagem,Alta,True,5,109,2024-03
2024-03-24,Asa Sul,Buracos nas vias,Alta,True,11,43,2024-03
2024-03-24,Vicente Pires,Buracos nas vias,Media,False,5,57,2024-03
2024-03-24,Asa Norte,Acumulo de lixo em pracas,Baixa,False,2,20,2024-03
2024-03-24,Aguas Claras,Buracos nas vias,Baixa,False,2,59,2024-03
2024-03-24,Jardim Botanico,Buracos nas vias,Baixa,False,2,42,2024-03
2024-03-24,Aguas Claras,Calcadas esburacadas,Media,False,3,39,2024-03
2024-03-25,Jardim Botanico,Buracos nas vias,Baixa,False,0,49,2024-03
2024-03-25,Jardim Botanico,Buracos nas vias,Alta,True,9,43,2024-03
2024-03-25,Jardim Botanico,Falta de acessibilidade,Alta,True,9,87,2024-03
2024-03-25,Asa Sul,Acumulo de lixo em pracas,Media,False,2,20,2024-03
2024-03-26,Sao Sebastiao,Falta de iluminacao,Media,False,5,299,2024-03
2024-03-26,Sao Sebastiao,Buracos nas vias,Baixa,True,2,44,2024-03
2024-03-26,Sao Sebastiao,Calcadas esburacadas,Media,True,4,49,2024-03
2024-03-26,Asa Sul,Buracos nas vias,Alta,True,5,47,2024-03
2024-03-26,Sao Sebastiao,Buracos nas vias,Media,False,4,48,2024-03
2024-03-26,Jardim Botanico,Calcadas esburacadas,Alta,False,9,46,2024-03
2024-03-26,Asa Norte,Calcadas esburacadas,Alta,True,5,47,2024-03
2024-03-26,Aguas Claras,Calcadas esburacadas,Alta,True,9,42,2024-03
2024-03-26,Asa Norte,Falta de iluminacao,Alta,True,9,306,2024-03
2024-03-27,Vicente Pires,Falta de iluminacao,Alta,False,6,290,2024-03
2024-03-27,Asa Norte,Problemas de drenagem,Media,True,4,96,2024-03
2024-03-27,Asa Norte,Buracos nas vias,Alta,True,9,51,2024-03
2024-03-27,Asa Sul,Buracos nas vias,Alta,False,6,58,2024-03
2024-03-27,Asa Norte,Problemas de drenagem,Alta,True,10,103,2024-03
2024-03-27,Jardim Botanico,Falta de sinalizacao,Alta,False,9,68,2024-03
2024-03-27,Aguas Claras,Buracos nas vias,Alta,True,9,49,2024-03
2024-03-28,Jardim Botanico,Problemas de drenagem,Media,False,4,98,2024-03
2024-03-28,Aguas Claras,Buracos nas vias,Baixa,False,1,48,2024-03
2024-03-28,Vicente Pires,Buracos nas vias,Media,False,5,58,2024-03
2024-03-28,Jardim Botanico,Calcadas esburacadas,Baixa,True,1,43,2024-03
2024-03-28,Sol Nascente,Falta de iluminacao,Media,False,4,309,2024-03
2024-03-28,Asa Sul,Buracos nas vias,Baixa,False,0,46,2024-03
2024-03-28,Sol Nascente,Calcadas esburacadas,Media,False,5,32,2024-03
2024-03-28,Asa Sul,Falta de iluminacao,Media,False,3,301,2024-03
2024-03-29,Sol Nascente,Calcadas esburacadas,Media,False,4,46,2024-03
2024-03-29,Jardim Botanico,Buracos nas vias,Alta,False,7,41,2024-03
2024-03-29,Aguas Claras,Buracos nas vias,Alta,False,6,40,2024-03
2024-03-29,Asa Norte,Buracos nas vias,Media,False,5,59,2024-03
2024-03-29,Vicente Pires,Buracos nas vias,Baixa,True,0,43,2024-03
2024-03-29,Asa Norte,Acumulo de lixo em pracas,Baixa,True,1,21,2024-03
2024-03-30,Sao Sebastiao,Calcadas esburacadas,Media,True,3,48,2024-03
2024-03-30,Aguas Claras,Buracos nas vias,Baixa,False,2,43,2024-03
2024-03-30,Vicente Pires,Buracos nas vias,Media,False,2,40,2024-03
2024-03-30,Asa Norte,Acumulo de lixo em pracas,Media,False,3,36,2024-03
2024-03-30,Sao Sebastiao,Falta de iluminacao,Baixa,False,2,299,2024-03
2024-03-30,Asa Sul,Falta de acessibilidade,Media,False,3,82,2024-03
2024-03-30,Asa Norte,Buracos nas vias,Baixa,False,0,45,2024-03
2024-03-30,Asa Norte,Calcadas esburacadas,Media,True,2,37,2024-03
2024-03-31,Asa Norte,Buracos nas vias,Alta,False,11,55,2024-03
2024-03-31,Asa Norte,Buracos nas vias,Alta,False,11,47,2024-03
2024-03-31,Vicente Pires,Buracos nas vias,Media,True,5,56,2024-03
2024-03-31,Vicente Pires,Problemas de drenagem,Media,False,5,105,2024-03
2024-04-01,Asa Norte,Problemas de drenagem,Media,False,4,108,2024-04
2024-04-01,Sol Nascente,Problemas de drenagem,Media,False,4,100,2024-04
2024-04-01,Asa Norte,Calcadas esburacadas,Media,True,3,40,2024-04
2024-04-01,Jardim Botanico,Problemas de drenagem,Media,True,5,95,2024-04
2024-04-01,Asa Norte,Falta de acessibilidade,Media,False,3,78,2024-04
2024-04-01,Aguas Claras,Calcadas esburacadas,Alta,False,10,32,2024-04
2024-04-01,Asa Norte,Buracos nas vias,Alta,True,7,50,2024-04
2024-04-01,Asa Norte,Falta de iluminacao,Media,False,4,296,2024-04
2024-04-02,Sao Sebastiao,Falta de iluminacao,Media,False,2,298,2024-04
2024-04-02,Vicente Pires,Problemas de drenagem,Alta,True,8,96,2024-04
2024-04-02,Asa Norte,Falta de iluminacao,Baixa,True,0,303,2024-04
2024-04-02,Asa Sul,Falta de iluminacao,Media,False,4,307,2024-04
2024-04-02,Aguas Claras,Calcadas esburacadas,Media,True,3,36,2024-04
2024-04-02,Aguas Claras,Falta de acessibilidade,Alta,False,8,80,2024-04
2024-04-02,Asa Sul,Buracos nas vias,Media,False,2,50,2024-04
2024-04-02,Asa Norte,Calcadas esburacadas,Baixa,True,2,46,2024-04
2024-04-02,Asa Norte,Falta de acessibilidade,Media,True,2,73,2024-04
2024-04-03,Sol Nascente,Buracos nas vias,Baixa,False,1,59,2024-04
2024-04-03,Aguas Claras,Problemas de drenagem,Alta,True,9,102,2024-04
2024-04-04,Vicente Pires,Calcadas esburacadas,Media,False,5,44,2024-04
2024-04-04,Asa Norte,Problemas de drenagem,Alta,True,5,107,2024-04
2024-04-04,Asa Norte,Calcadas esburacadas,Alta,False,6,39,2024-04
2024-04-04,Jardim Botanico,Buracos nas vias,Baixa,False,1,43,2024-04
2024-04-04,Sol Nascente,Problemas de drenagem,Alta,True,5,106,2024-04
2024-04-04,Aguas Claras,Buracos nas vias,Baixa,False,0,44,2024-04
2024-04-05,Sao Sebastiao,Buracos nas vias,Baixa,True,0,55,2024-04
2024-04-05,Asa Sul,Buracos nas vias,Media,True,2,57,2024-04
2024-04-05,Asa Norte,Falta de iluminacao,Baixa,True,0,295,2024-04
2024-04-05,Sol Nascente,Falta de iluminacao,Alta,False,6,299,2024-04
2024-04-05,Asa Sul,Problemas de drenagem,Media,True,5,101,2024-04
2024-04-05,Aguas Claras,Buracos nas vias,Media,True,4,43,2024-04
2024-04-05,Sol Nascente,Acumulo de lixo em pracas,Media,False,4,30,2024-04
2024-04-06,Asa Sul,Falta de acessibilidade,Baixa,False,1,78,2024-04
2024-04-06,Asa Norte,Acumulo de lixo em pracas,Alta,True,8,36,2024-04
2024-04-06,Vicente Pires,Calcadas esburacadas,Alta,False,11,38,2024-04
2024-04-06,Sao Sebastiao,Calcadas esburacadas,Alta,True,6,41,2024-04
2024-04-06,Aguas Claras,Problemas de drenagem,Baixa,False,1,94,2024-04
2024-04-07,Asa Norte,Problemas de drenagem,Alta,False,7,107,2024-04
2024-04-07,Jardim Botanico,Problemas de drenagem,Baixa,False,1,98,2024-04
2024-04-07,Asa Sul,Problemas de drenagem,Alta,False,10,96,2024-04
2024-04-07,Vicente Pires,Buracos nas vias,Media,False,3,47,2024-04
2024-04-07,Asa Norte,Falta de acessibilidade,Alta,True,8,73,2024-04
2024-04-07,Aguas Claras,Falta de acessibilidade,Alta,True,5,79,2024-04
